cod_istat 	 cod_istat_reg 	 cod_istat_pro 	name                                      	WKT_southernmost                       	WS_EPGS_4326	S_EPGS_4326
45010	9	45	 Massa                                                                          	 POINT(10.1368899 43.9801624)	10.1368899	43.9801624
45011	9	45	 Montignoso                                                                     	 POINT(10.1433617 43.9753156)	10.1433617	43.9753156
45012	9	45	 Mulazzo                                                                        	 POINT(9.9478067 44.2532974)	9.9478067	44.2532974
45013	9	45	 Podenzana                                                                      	 POINT(9.8648767 44.1807999)	9.8648767	44.1807999
45014	9	45	 Pontremoli                                                                     	 POINT(9.8299055 44.3229103)	9.8299055	44.3229103
45015	9	45	 Tresana                                                                        	 POINT(9.8921312 44.2075517)	9.8921312	44.2075517
45016	9	45	 Villafranca in Lunigiana                                                       	 POINT(9.9717713 44.2437826)	9.9717713	44.2437826
45017	9	45	 Zeri                                                                           	 POINT(9.8072137 44.283587)	9.8072137	44.283587
46001	9	46	 Altopascio                                                                     	 POINT(10.7111211 43.786485)	10.7111211	43.786485
46002	9	46	 Bagni di Lucca                                                                 	 POINT(10.5899062 43.9530538)	10.5899062	43.9530538
46003	9	46	 Barga                                                                          	 POINT(10.4813006 44.0366818)	10.4813006	44.0366818
46004	9	46	 Borgo a Mozzano                                                                	 POINT(10.4954474 43.9224636)	10.4954474	43.9224636
46005	9	46	 Camaiore                                                                       	 POINT(10.3806552 43.8804268)	10.3806552	43.8804268
46006	9	46	 Camporgiano                                                                    	 POINT(10.3448136 44.1106598)	10.3448136	44.1106598
46007	9	46	 Capannori                                                                      	 POINT(10.5539758 43.7491616)	10.5539758	43.7491616
46008	9	46	 Careggine                                                                      	 POINT(10.3021271 44.0602511)	10.3021271	44.0602511
46009	9	46	 Castelnuovo di Garfagnana                                                      	 POINT(10.3452498 44.0776542)	10.3452498	44.0776542
46010	9	46	 Castiglione di Garfagnana                                                      	 POINT(10.3978418 44.1267924)	10.3978418	44.1267924
46011	9	46	 Coreglia Antelminelli                                                          	 POINT(10.5396405 44.0177324)	10.5396405	44.0177324
46013	9	46	 Forte dei Marmi                                                                	 POINT(10.1805921 43.9428368)	10.1805921	43.9428368
46014	9	46	 Fosciandora                                                                    	 POINT(10.458273 44.0908947)	10.458273	44.0908947
46015	9	46	 Gallicano                                                                      	 POINT(10.4688894 44.0146582)	10.4688894	44.0146582
46017	9	46	 Lucca                                                                          	 POINT(10.4946339 43.7582935)	10.4946339	43.7582935
46018	9	46	 Massarosa                                                                      	 POINT(10.3737311 43.8141421)	10.3737311	43.8141421
46019	9	46	 Minucciano                                                                     	 POINT(10.2282566 44.1115044)	10.2282566	44.1115044
46020	9	46	 Molazzana                                                                      	 POINT(10.3232616 44.0364864)	10.3232616	44.0364864
46021	9	46	 Montecarlo                                                                     	 POINT(10.6637392 43.8214447)	10.6637392	43.8214447
46022	9	46	 Pescaglia                                                                      	 POINT(10.4168659 43.9029982)	10.4168659	43.9029982
46023	9	46	 Piazza al Serchio                                                              	 POINT(10.274754 44.1600025)	10.274754	44.1600025
46024	9	46	 Pietrasanta                                                                    	 POINT(10.2096233 43.9104681)	10.2096233	43.9104681
46025	9	46	 Pieve Fosciana                                                                 	 POINT(10.4329355 44.1124776)	10.4329355	44.1124776
46026	9	46	 Porcari                                                                        	 POINT(10.6151163 43.7936548)	10.6151163	43.7936548
46027	9	46	 San Romano in Garfagnana                                                       	 POINT(10.3702059 44.139193)	10.3702059	44.139193
46028	9	46	 Seravezza                                                                      	 POINT(10.1845069 43.9670216)	10.1845069	43.9670216
46030	9	46	 Stazzema                                                                       	 POINT(10.2757115 43.9567124)	10.2757115	43.9567124
46031	9	46	 Vagli Sotto                                                                    	 POINT(10.2866735 44.0672659)	10.2866735	44.0672659
46033	9	46	 Viareggio                                                                      	 POINT(10.2574977 43.8155348)	10.2574977	43.8155348
46034	9	46	 Villa Basilica                                                                 	 POINT(10.6484245 43.9109186)	10.6484245	43.9109186
46035	9	46	 Villa Collemandina                                                             	 POINT(10.3795862 44.1498703)	10.3795862	44.1498703
46036	9	46	 Fabbriche di Vergemoli                                                         	 POINT(10.4210008 43.9912129)	10.4210008	43.9912129
46037	9	46	 Sillano Giuncugnano                                                            	 POINT(10.244957 44.1836937)	10.244957	44.1836937
47001	9	47	 Abetone                                                                        	 POINT(10.6467977 44.1064433)	10.6467977	44.1064433
47002	9	47	 Agliana                                                                        	 POINT(11.0133158 43.8695176)	11.0133158	43.8695176
47003	9	47	 Buggiano                                                                       	 POINT(10.7675456 43.8538544)	10.7675456	43.8538544
47004	9	47	 Cutigliano                                                                     	 POINT(10.7452656 44.0768891)	10.7452656	44.0768891
47005	9	47	 Lamporecchio                                                                   	 POINT(10.8790947 43.7935993)	10.8790947	43.7935993
47006	9	47	 Larciano                                                                       	 POINT(10.8122764 43.7880964)	10.8122764	43.7880964
47007	9	47	 Marliana                                                                       	 POINT(10.8037794 43.9174518)	10.8037794	43.9174518
47008	9	47	 Massa e Cozzile                                                                	 POINT(10.7675254 43.8561398)	10.7675254	43.8561398
47009	9	47	 Monsummano Terme                                                               	 POINT(10.8095052 43.8177763)	10.8095052	43.8177763
47010	9	47	 Montale                                                                        	 POINT(11.0245719 43.8968488)	11.0245719	43.8968488
47011	9	47	 Montecatini-Terme                                                              	 POINT(10.7724121 43.8517748)	10.7724121	43.8517748
47012	9	47	 Pescia                                                                         	 POINT(10.7156718 43.8520873)	10.7156718	43.8520873
47013	9	47	 Pieve a Nievole                                                                	 POINT(10.7895741 43.8303539)	10.7895741	43.8303539
47014	9	47	 Pistoia                                                                        	 POINT(10.9573585 43.8724701)	10.9573585	43.8724701
47015	9	47	 Piteglio                                                                       	 POINT(10.7869244 43.9704741)	10.7869244	43.9704741
47016	9	47	 Ponte Buggianese                                                               	 POINT(10.7864021 43.7985847)	10.7864021	43.7985847
47017	9	47	 Quarrata                                                                       	 POINT(10.9641149 43.8124834)	10.9641149	43.8124834
47018	9	47	 Sambuca Pistoiese                                                              	 POINT(11.0095189 44.0049646)	11.0095189	44.0049646
47019	9	47	 San Marcello Pistoiese                                                         	 POINT(10.8071639 44.0172181)	10.8071639	44.0172181
47020	9	47	 Serravalle Pistoiese                                                           	 POINT(10.910065 43.8460524)	10.910065	43.8460524
47021	9	47	 Uzzano                                                                         	 POINT(10.7243267 43.8612326)	10.7243267	43.8612326
47022	9	47	 Chiesina Uzzanese                                                              	 POINT(10.736155 43.8120982)	10.736155	43.8120982
48001	9	48	 Bagno a Ripoli                                                                 	 POINT(11.323709 43.6702857)	11.323709	43.6702857
48002	9	48	 Barberino di Mugello                                                           	 POINT(11.1893671 43.9479856)	11.1893671	43.9479856
48003	9	48	 Barberino Val d'Elsa                                                           	 POINT(11.1236584 43.4746149)	11.1236584	43.4746149
48004	9	48	 Borgo San Lorenzo                                                              	 POINT(11.3994095 43.8700111)	11.3994095	43.8700111
48005	9	48	 Calenzano                                                                      	 POINT(11.1715532 43.8385659)	11.1715532	43.8385659
48006	9	48	 Campi Bisenzio                                                                 	 POINT(11.1427779 43.7846725)	11.1427779	43.7846725
48008	9	48	 Capraia e Limite                                                               	 POINT(11.0129499 43.7323091)	11.0129499	43.7323091
48010	9	48	 Castelfiorentino                                                               	 POINT(10.9452137 43.5737141)	10.9452137	43.5737141
48011	9	48	 Cerreto Guidi                                                                  	 POINT(10.8241583 43.7127669)	10.8241583	43.7127669
48012	9	48	 Certaldo                                                                       	 POINT(11.0853116 43.5159732)	11.0853116	43.5159732
48013	9	48	 Dicomano                                                                       	 POINT(11.5371953 43.8625824)	11.5371953	43.8625824
48014	9	48	 Empoli                                                                         	 POINT(10.9439517 43.6507409)	10.9439517	43.6507409
48015	9	48	 Fiesole                                                                        	 POINT(11.3362695 43.7648768)	11.3362695	43.7648768
48017	9	48	 Firenze                                                                        	 POINT(11.2437651 43.7258716)	11.2437651	43.7258716
48018	9	48	 Firenzuola                                                                     	 POINT(11.3904014 44.0435973)	11.3904014	44.0435973
48019	9	48	 Fucecchio                                                                      	 POINT(10.8099031 43.7033085)	10.8099031	43.7033085
48020	9	48	 Gambassi Terme                                                                 	 POINT(10.9520571 43.4523145)	10.9520571	43.4523145
48021	9	48	 Greve in Chianti                                                               	 POINT(11.2943875 43.5182738)	11.2943875	43.5182738
48022	9	48	 Impruneta                                                                      	 POINT(11.2483825 43.6572616)	11.2483825	43.6572616
48024	9	48	 Lastra a Signa                                                                 	 POINT(11.0839713 43.7032132)	11.0839713	43.7032132
48025	9	48	 Londa                                                                          	 POINT(11.5912975 43.8081792)	11.5912975	43.8081792
48026	9	48	 Marradi                                                                        	 POINT(11.646021 43.9906742)	11.646021	43.9906742
48027	9	48	 Montaione                                                                      	 POINT(10.8606898 43.4871705)	10.8606898	43.4871705
48028	9	48	 Montelupo Fiorentino                                                           	 POINT(11.0406523 43.6933031)	11.0406523	43.6933031
48030	9	48	 Montespertoli                                                                  	 POINT(11.1438945 43.5846239)	11.1438945	43.5846239
48031	9	48	 Palazzuolo sul Senio                                                           	 POINT(11.5001432 44.0468156)	11.5001432	44.0468156
48032	9	48	 Pelago                                                                         	 POINT(11.4793578 43.7382298)	11.4793578	43.7382298
48033	9	48	 Pontassieve                                                                    	 POINT(11.4345062 43.7684293)	11.4345062	43.7684293
48035	9	48	 Reggello                                                                       	 POINT(11.4838695 43.6259122)	11.4838695	43.6259122
48036	9	48	 Rignano sull'Arno                                                              	 POINT(11.3852286 43.6861697)	11.3852286	43.6861697
48037	9	48	 Rufina                                                                         	 POINT(11.5861044 43.7800354)	11.5861044	43.7800354
48038	9	48	 San Casciano in Val di Pesa                                                    	 POINT(11.2338713 43.5820497)	11.2338713	43.5820497
48039	9	48	 San Godenzo                                                                    	 POINT(11.6920161 43.8727079)	11.6920161	43.8727079
48041	9	48	 Scandicci                                                                      	 POINT(11.1218618 43.6853869)	11.1218618	43.6853869
48043	9	48	 Sesto Fiorentino                                                               	 POINT(11.1818816 43.7997351)	11.1818816	43.7997351
48044	9	48	 Signa                                                                          	 POINT(11.0973992 43.7727787)	11.0973992	43.7727787
48045	9	48	 Tavarnelle Val di Pesa                                                         	 POINT(11.2662551 43.5267861)	11.2662551	43.5267861
48046	9	48	 Vaglia                                                                         	 POINT(11.2894983 43.8373071)	11.2894983	43.8373071
48049	9	48	 Vicchio                                                                        	 POINT(11.4507128 43.8752781)	11.4507128	43.8752781
48050	9	48	 Vinci                                                                          	 POINT(10.9409465 43.722346)	10.9409465	43.722346
48052	9	48	 Figline e Incisa Valdarno                                                      	 POINT(11.4178103 43.5600911)	11.4178103	43.5600911
48053	9	48	 Scarperia e San Piero                                                          	 POINT(11.3069906 43.9199479)	11.3069906	43.9199479
49001	9	49	 Bibbona                                                                        	 POINT(10.6640121 43.2315022)	10.6640121	43.2315022
49002	9	49	 Campiglia Marittima                                                            	 POINT(10.5949835 42.9866949)	10.5949835	42.9866949
49003	9	49	 Campo nell'Elba                                                                	 POINT(10.0645234 42.358231)	10.0645234	42.358231
49004	9	49	 Capoliveri                                                                     	 POINT(10.4220301 42.7074852)	10.4220301	42.7074852
49005	9	49	 Capraia Isola                                                                  	 POINT(9.8100934 43.0020813)	9.8100934	43.0020813
49006	9	49	 Castagneto Carducci                                                            	 POINT(10.6276572 43.0993559)	10.6276572	43.0993559
49007	9	49	 Cecina                                                                         	 POINT(10.5112141 43.2743675)	10.5112141	43.2743675
49008	9	49	 Collesalvetti                                                                  	 POINT(10.4855562 43.4874148)	10.4855562	43.4874148
49009	9	49	 Livorno                                                                        	 POINT(9.9019771 43.4196346)	9.9019771	43.4196346
49010	9	49	 Marciana                                                                       	 POINT(10.1223453 42.7481094)	10.1223453	42.7481094
49011	9	49	 Marciana Marina                                                                	 POINT(10.2223014 42.7884911)	10.2223014	42.7884911
49012	9	49	 Piombino                                                                       	 POINT(10.5253193 42.9196941)	10.5253193	42.9196941
49013	9	49	 Porto Azzurro                                                                  	 POINT(10.3760463 42.7599118)	10.3760463	42.7599118
49014	9	49	 Portoferraio                                                                   	 POINT(10.3167883 42.3133103)	10.3167883	42.3133103
49015	9	49	 Rio Marina                                                                     	 POINT(10.422508 42.7730906)	10.422508	42.7730906
49016	9	49	 Rio nell'Elba                                                                  	 POINT(10.4110222 42.790112)	10.4110222	42.790112
49017	9	49	 Rosignano Marittimo                                                            	 POINT(10.461961 43.3197233)	10.461961	43.3197233
49018	9	49	 San Vincenzo                                                                   	 POINT(10.5194992 43.0161802)	10.5194992	43.0161802
49019	9	49	 Sassetta                                                                       	 POINT(10.6931512 43.1061824)	10.6931512	43.1061824
49020	9	49	 Suvereto                                                                       	 POINT(10.7191357 42.9986176)	10.7191357	42.9986176
50001	9	50	 Bientina                                                                       	 POINT(10.6244988 43.6884173)	10.6244988	43.6884173
50002	9	50	 Buti                                                                           	 POINT(10.5971719 43.712681)	10.5971719	43.712681
50003	9	50	 Calci                                                                          	 POINT(10.5235952 43.7009345)	10.5235952	43.7009345
50004	9	50	 Calcinaia                                                                      	 POINT(10.5993347 43.6564728)	10.5993347	43.6564728
50005	9	50	 Capannoli                                                                      	 POINT(10.6615773 43.5528714)	10.6615773	43.5528714
50006	9	50	 Casale Marittimo                                                               	 POINT(10.6173418 43.2836306)	10.6173418	43.2836306
50008	9	50	 Cascina                                                                        	 POINT(10.41125 43.6175343)	10.41125	43.6175343
50009	9	50	 Castelfranco di Sotto                                                          	 POINT(10.7586481 43.6920834)	10.7586481	43.6920834
50010	9	50	 Castellina Marittima                                                           	 POINT(10.5145862 43.3628512)	10.5145862	43.3628512
50011	9	50	 Castelnuovo di Val di Cecina                                                   	 POINT(10.8153501 43.1507184)	10.8153501	43.1507184
50012	9	50	 Chianni                                                                        	 POINT(10.6097599 43.4058416)	10.6097599	43.4058416
50014	9	50	 Fauglia                                                                        	 POINT(10.4898733 43.5091915)	10.4898733	43.5091915
50015	9	50	 Guardistallo                                                                   	 POINT(10.6666139 43.291234)	10.6666139	43.291234
50016	9	50	 Lajatico                                                                       	 POINT(10.6661196 43.4120393)	10.6661196	43.4120393
50019	9	50	 Montecatini Val di Cecina                                                      	 POINT(10.7375534 43.2341543)	10.7375534	43.2341543
50020	9	50	 Montescudaio                                                                   	 POINT(10.5483246 43.3100223)	10.5483246	43.3100223
50021	9	50	 Monteverdi Marittimo                                                           	 POINT(10.7172667 43.1084934)	10.7172667	43.1084934
50022	9	50	 Montopoli in Val d'Arno                                                        	 POINT(10.7399658 43.6376179)	10.7399658	43.6376179
50023	9	50	 Orciano Pisano                                                                 	 POINT(10.4909809 43.4737058)	10.4909809	43.4737058
50024	9	50	 Palaia                                                                         	 POINT(10.7440334 43.5609168)	10.7440334	43.5609168
50025	9	50	 Peccioli                                                                       	 POINT(10.7807543 43.4784434)	10.7807543	43.4784434
50026	9	50	 Pisa                                                                           	 POINT(10.2989788 43.5810052)	10.2989788	43.5810052
50027	9	50	 Pomarance                                                                      	 POINT(10.7680535 43.1431301)	10.7680535	43.1431301
50028	9	50	 Ponsacco                                                                       	 LINESTRING(10.6312143 43.5901053	10.6312143	43.5901053
50029	9	50	 Pontedera                                                                      	 POINT(10.6796958 43.6101098)	10.6796958	43.6101098
50030	9	50	 Riparbella                                                                     	 POINT(10.5306014 43.3232417)	10.5306014	43.3232417
50031	9	50	 San Giuliano Terme                                                             	 POINT(10.4753743 43.6980335)	10.4753743	43.6980335
50032	9	50	 San Miniato                                                                    	 POINT(10.8224002 43.6139148)	10.8224002	43.6139148
50033	9	50	 Santa Croce sull'Arno                                                          	 POINT(10.7686223 43.6993842)	10.7686223	43.6993842
50034	9	50	 Santa Luce                                                                     	 POINT(10.5262465 43.4198446)	10.5262465	43.4198446
50035	9	50	 Santa Maria a Monte                                                            	 POINT(10.6770026 43.6605578)	10.6770026	43.6605578
50036	9	50	 Terricciola                                                                    	 POINT(10.6998998 43.4888403)	10.6998998	43.4888403
50037	9	50	 Vecchiano                                                                      	 LINESTRING(10.3209978 43.743865	10.3209978	43.743865
50038	9	50	 Vicopisano                                                                     	 POINT(10.5700445 43.6747465)	10.5700445	43.6747465
50039	9	50	 Volterra                                                                       	 POINT(10.9520614 43.3020514)	10.9520614	43.3020514
50040	9	50	 Casciana Terme Lari                                                            	 POINT(10.6024322 43.4838374)	10.6024322	43.4838374
50041	9	50	 Crespina Lorenzana                                                             	 POINT(10.5270591 43.4991839)	10.5270591	43.4991839
51001	9	51	 Anghiari                                                                       	 POINT(12.0531809 43.4457213)	12.0531809	43.4457213
51002	9	51	 Arezzo                                                                         	 POINT(11.8328009 43.3276491)	11.8328009	43.3276491
51003	9	51	 Badia Tedalda                                                                  	 POINT(12.1855085 43.6418283)	12.1855085	43.6418283
51004	9	51	 Bibbiena                                                                       	 POINT(11.8144627 43.6647678)	11.8144627	43.6647678
51005	9	51	 Bucine                                                                         	 POINT(11.612493 43.3475329)	11.612493	43.3475329
51006	9	51	 Capolona                                                                       	 POINT(11.8162374 43.5097642)	11.8162374	43.5097642
51007	9	51	 Caprese Michelangelo                                                           	 POINT(12.0288598 43.5887596)	12.0288598	43.5887596
51008	9	51	 Castel Focognano                                                               	 POINT(11.8282674 43.5942627)	11.8282674	43.5942627
51010	9	51	 Castel San Niccolò                                                             	 POINT(11.6670987 43.6499727)	11.6670987	43.6499727
51011	9	51	 Castiglion Fibocchi                                                            	 POINT(11.7773764 43.5147739)	11.7773764	43.5147739
51012	9	51	 Castiglion Fiorentino                                                          	 POINT(11.8472339 43.2583194)	11.8472339	43.2583194
51013	9	51	 Cavriglia                                                                      	 POINT(11.4800952 43.4793115)	11.4800952	43.4793115
51014	9	51	 Chitignano                                                                     	 POINT(11.88881 43.6437253)	11.88881	43.6437253
51015	9	51	 Chiusi della Verna                                                             	 POINT(11.8500578 43.6415859)	11.8500578	43.6415859
51016	9	51	 Civitella in Val di Chiana                                                     	 POINT(11.7206383 43.3488243)	11.7206383	43.3488243
51017	9	51	 Cortona                                                                        	 POINT(11.8878478 43.1563413)	11.8878478	43.1563413
51018	9	51	 Foiano della Chiana                                                            	 POINT(11.8129709 43.2207346)	11.8129709	43.2207346
51019	9	51	 Laterina                                                                       	 POINT(11.7212629 43.4755108)	11.7212629	43.4755108
51020	9	51	 Loro Ciuffenna                                                                 	 POINT(11.7180508 43.5367222)	11.7180508	43.5367222
51021	9	51	 Lucignano                                                                      	 POINT(11.7493943 43.2339123)	11.7493943	43.2339123
51022	9	51	 Marciano della Chiana                                                          	 POINT(11.7790279 43.2845329)	11.7790279	43.2845329
51023	9	51	 Montemignaio                                                                   	 POINT(11.5948906 43.7142642)	11.5948906	43.7142642
51024	9	51	 Monterchi                                                                      	 POINT(12.0776152 43.4337564)	12.0776152	43.4337564
51025	9	51	 Monte San Savino                                                               	 POINT(11.7237341 43.2994272)	11.7237341	43.2994272
51026	9	51	 Montevarchi                                                                    	 POINT(11.5323598 43.4568938)	11.5323598	43.4568938
51027	9	51	 Ortignano Raggiolo                                                             	 POINT(11.6783051 43.6454518)	11.6783051	43.6454518
51028	9	51	 Pergine Valdarno                                                               	 POINT(11.6709386 43.4206858)	11.6709386	43.4206858
51030	9	51	 Pieve Santo Stefano                                                            	 POINT(12.0603618 43.5917463)	12.0603618	43.5917463
51031	9	51	 Poppi                                                                          	 POINT(11.7836257 43.6682876)	11.7836257	43.6682876
51033	9	51	 San Giovanni Valdarno                                                          	 POINT(11.5164925 43.5227468)	11.5164925	43.5227468
51034	9	51	 Sansepolcro                                                                    	 POINT(12.1159873 43.5276132)	12.1159873	43.5276132
51035	9	51	 Sestino                                                                        	 POINT(12.3311693 43.673553)	12.3311693	43.673553
51037	9	51	 Subbiano                                                                       	 POINT(11.8971536 43.5374167)	11.8971536	43.5374167
51038	9	51	 Talla                                                                          	 POINT(11.7802919 43.5566711)	11.7802919	43.5566711
51039	9	51	 Terranuova Bracciolini                                                         	 POINT(11.6461768 43.5068876)	11.6461768	43.5068876
51040	9	51	 Castelfranco Piandiscò                                                         	 POINT(11.535293 43.5894528)	11.535293	43.5894528
51041	9	51	 Pratovecchio Stia                                                              	 POINT(11.7568994 43.7585738)	11.7568994	43.7585738
52001	9	52	 Abbadia San Salvatore                                                          	 POINT(11.748632 42.8335211)	11.748632	42.8335211
52002	9	52	 Asciano                                                                        	 POINT(11.5464979 43.1531268)	11.5464979	43.1531268
52003	9	52	 Buonconvento                                                                   	 POINT(11.4449585 43.100282)	11.4449585	43.100282
52004	9	52	 Casole d'Elsa                                                                  	 POINT(11.1479674 43.2324502)	11.1479674	43.2324502
52005	9	52	 Castellina in Chianti                                                          	 POINT(11.2503313 43.3882605)	11.2503313	43.3882605
52006	9	52	 Castelnuovo Berardenga                                                         	 POINT(11.4028635 43.2950255)	11.4028635	43.2950255
52007	9	52	 Castiglione d'Orcia                                                            	 POINT(11.6342393 42.9091844)	11.6342393	42.9091844
52008	9	52	 Cetona                                                                         	 POINT(11.8870666 42.8923498)	11.8870666	42.8923498
52009	9	52	 Chianciano Terme                                                               	 POINT(11.7862607 43.0007179)	11.7862607	43.0007179
52010	9	52	 Chiusdino                                                                      	 POINT(11.0834579 43.0831987)	11.0834579	43.0831987
52011	9	52	 Chiusi                                                                         	 POINT(11.9463454 42.9762436)	11.9463454	42.9762436
52012	9	52	 Colle di Val d'Elsa                                                            	 POINT(11.112902 43.3251962)	11.112902	43.3251962
52013	9	52	 Gaiole in Chianti                                                              	 POINT(11.4218013 43.355304)	11.4218013	43.355304
52014	9	52	 Montalcino                                                                     	 POINT(11.4562412 42.9573026)	11.4562412	42.9573026
52015	9	52	 Montepulciano                                                                  	 POINT(11.7807186 43.0310125)	11.7807186	43.0310125
52016	9	52	 Monteriggioni                                                                  	 POINT(11.2407844 43.3166673)	11.2407844	43.3166673
52017	9	52	 Monteroni d'Arbia                                                              	 POINT(11.4309011 43.1581392)	11.4309011	43.1581392
52018	9	52	 Monticiano                                                                     	 POINT(11.2972852 43.0770502)	11.2972852	43.0770502
52019	9	52	 Murlo                                                                          	 POINT(11.3538983 43.0795736)	11.3538983	43.0795736
52020	9	52	 Piancastagnaio                                                                 	 POINT(11.7460177 42.7857594)	11.7460177	42.7857594
52021	9	52	 Pienza                                                                         	 POINT(11.7825036 42.9492823)	11.7825036	42.9492823
52022	9	52	 Poggibonsi                                                                     	 POINT(11.1789745 43.4014472)	11.1789745	43.4014472
52023	9	52	 Radda in Chianti                                                               	 POINT(11.3324506 43.4244398)	11.3324506	43.4244398
52024	9	52	 Radicofani                                                                     	 POINT(11.7585575 42.8368931)	11.7585575	42.8368931
52025	9	52	 Radicondoli                                                                    	 POINT(10.9419572 43.1603176)	10.9419572	43.1603176
52026	9	52	 Rapolano Terme                                                                 	 POINT(11.6453148 43.2179043)	11.6453148	43.2179043
52027	9	52	 San Casciano dei Bagni                                                         	 POINT(11.8068483 42.794854)	11.8068483	42.794854
52028	9	52	 San Gimignano                                                                  	 POINT(10.9916763 43.4009563)	10.9916763	43.4009563
52029	9	52	 San Giovanni d'Asso                                                            	 POINT(11.5759629 43.0933542)	11.5759629	43.0933542
52030	9	52	 San Quirico d'Orcia                                                            	 POINT(11.6086542 43.0200566)	11.6086542	43.0200566
52031	9	52	 Sarteano                                                                       	 POINT(11.8718326 42.9123897)	11.8718326	42.9123897
52032	9	52	 Siena                                                                          	 POINT(11.3043765 43.249901)	11.3043765	43.249901
52033	9	52	 Sinalunga                                                                      	 POINT(11.7313776 43.1760071)	11.7313776	43.1760071
52034	9	52	 Sovicille                                                                      	 POINT(11.2393311 43.1470912)	11.2393311	43.1470912
52035	9	52	 Torrita di Siena                                                               	 POINT(11.7347725 43.0985265)	11.7347725	43.0985265
52036	9	52	 Trequanda                                                                      	 POINT(11.6604395 43.1051694)	11.6604395	43.1051694
53001	9	53	 Arcidosso                                                                      	 POINT(11.4606996 42.7942958)	11.4606996	42.7942958
53002	9	53	 Campagnatico                                                                   	 POINT(11.2718907 42.7806312)	11.2718907	42.7806312
53003	9	53	 Capalbio                                                                       	 POINT(11.4490125 42.3777261)	11.4490125	42.3777261
53004	9	53	 Castel del Piano                                                               	 POINT(11.6075065 42.8777139)	11.6075065	42.8777139
53005	9	53	 Castell'Azzara                                                                 	 POINT(11.6162161 42.7148109)	11.6162161	42.7148109
53006	9	53	 Castiglione della Pescaia                                                      	 POINT(10.9121979 42.7531116)	10.9121979	42.7531116
53007	9	53	 Cinigiano                                                                      	 POINT(11.3371895 42.8308506)	11.3371895	42.8308506
53008	9	53	 Civitella Paganico                                                             	 POINT(11.2496973 42.9083807)	11.2496973	42.9083807
53009	9	53	 Follonica                                                                      	 POINT(10.7718826 42.9103601)	10.7718826	42.9103601
53010	9	53	 Gavorrano                                                                      	 POINT(10.8903293 42.8659911)	10.8903293	42.8659911
53011	9	53	 Grosseto                                                                       	 POINT(10.9006297 42.5561126)	10.9006297	42.5561126
53012	9	53	 Isola del Giglio                                                               	 POINT(11.109285 42.237615)	11.109285	42.237615
53013	9	53	 Magliano in Toscana                                                            	 POINT(11.3108468 42.538843)	11.3108468	42.538843
53014	9	53	 Manciano                                                                       	 POINT(11.5216637 42.4341464)	11.5216637	42.4341464
53015	9	53	 Massa Marittima                                                                	 POINT(10.8208019 42.9587434)	10.8208019	42.9587434
53016	9	53	 Monte Argentario                                                               	 POINT(11.1536534 42.3610306)	11.1536534	42.3610306
53017	9	53	 Montieri                                                                       	 POINT(11.0571515 43.0367883)	11.0571515	43.0367883
53018	9	53	 Orbetello                                                                      	 POINT(11.2904848 42.4045305)	11.2904848	42.4045305
53019	9	53	 Pitigliano                                                                     	 POINT(11.6140128 42.5572344)	11.6140128	42.5572344
53020	9	53	 Roccalbegna                                                                    	 POINT(11.4859144 42.6962746)	11.4859144	42.6962746
53021	9	53	 Roccastrada                                                                    	 POINT(11.1428296 42.893556)	11.1428296	42.893556
53022	9	53	 Santa Fiora                                                                    	 POINT(11.5927683 42.7689583)	11.5927683	42.7689583
53023	9	53	 Scansano                                                                       	 POINT(11.3957612 42.5863647)	11.3957612	42.5863647
53024	9	53	 Scarlino                                                                       	 POINT(10.7774436 42.8428501)	10.7774436	42.8428501
53025	9	53	 Seggiano                                                                       	 POINT(11.6247697 42.8881065)	11.6247697	42.8881065
53026	9	53	 Sorano                                                                         	 POINT(11.5876461 42.6162051)	11.5876461	42.6162051
53027	9	53	 Monterotondo Marittimo                                                         	 POINT(10.7270204 43.0669164)	10.7270204	43.0669164
53028	9	53	 Semproniano                                                                    	 POINT(11.6217237 42.6794404)	11.6217237	42.6794404
100001	9	100	 Cantagallo                                                                     	 POINT(11.0818024 43.9708708)	11.0818024	43.9708708
100002	9	100	 Carmignano                                                                     	 POINT(11.0555477 43.7586939)	11.0555477	43.7586939
100003	9	100	 Montemurlo                                                                     	 POINT(11.0248431 43.8964057)	11.0248431	43.8964057
100004	9	100	 Poggio a Caiano                                                                	 POINT(11.0471642 43.8003202)	11.0471642	43.8003202
100005	9	100	 Prato                                                                          	 POINT(11.062037 43.8157607)	11.062037	43.8157607
100006	9	100	 Vaiano                                                                         	 POINT(11.1278825 43.9140971)	11.1278825	43.9140971
100007	9	100	 Vernio                                                                         	 POINT(11.1747652 44.0098647)	11.1747652	44.0098647
54001	10	54	 Assisi                                                                         	 POINT(12.5923449 43.010782)	12.5923449	43.010782
54002	10	54	 Bastia Umbra                                                                   	 POINT(12.5420769 43.031678)	12.5420769	43.031678
54003	10	54	 Bettona                                                                        	 POINT(12.4735594 42.9455603)	12.4735594	42.9455603
54004	10	54	 Bevagna                                                                        	 POINT(12.5840962 42.8996998)	12.5840962	42.8996998
54005	10	54	 Campello sul Clitunno                                                          	 POINT(12.8403269 42.8086896)	12.8403269	42.8086896
54006	10	54	 Cannara                                                                        	 POINT(12.5185081 42.9464053)	12.5185081	42.9464053
